Post ID,Post Date,Title,Content,Post Type,URL,Channel ID,Channel Name,Channel Country,Channel Category,Channel Site Type,Channel Language,Channel URL,Voice Name,Voice URL
20280348168,Thu 19-Nov-2020 00:00:00,China stresses importance of implementing RCEP trade pact,"The State Council, China&#39;s cabinet, on Wednesday stressed the importance of domestic efforts to put the Regional Comprehensive Economic Partnership (RCEP) into practice as scheduled.Further efforts should go into pursuing higher-level opening-up with more emphasis on institutional openness, according to a statement released following a State Council executive meeting chaired by Premier Li Keqiang.The trade pact reflects the shared will of the Asia-Pacific region, it noted, and building the world&#39;s largest free trade zone would help stabilize industrial and supply chains.The meeting also made arrangements to boost the consumption of bulk consumer goods and major products by listing measures to stabilize and expand automobile consumption, and promote purchases of home appliances, furniture and home decor.It also called for further steps in boosting the consumption of catering services in the country&#39;s urban areas.To promote the healthy development of the travel industry amid regular epidemic prevention and control, the meeting specified measures to support the building of smart tourist sites and guiding the growth of new business models such as cloud tourism.The meeting, stressing the importance of reservoirs, also called for the expansion of targeted investment to enhance disaster prevention and water supply capabilities.By the end of 2025, the country will see all of its reservoirs that currently constitute problems and risks fixed and strengthened, it said.  Follow China.org.cn on Twitter and Facebook to join the conversation.ChinaNews App Download",ARTICLE,http://www.china.org.cn/business/2020-11/19/content_76925788.htm,3469479119,China.org.cn - Home,CN,NEWS,NEWS,en_US,http://china.org.cn/,china.org.cn editor,http://www.china.org.cn/china.org.cn editor
20280332202,Wed 18-Nov-2020 23:17:46,1st LD-Writethru: China stresses importance of implementing RCEP trade pact,"BEIJING, Nov. 18 (Xinhua) -- The State Council, China's cabinet, on Wednesday stressed the importance of domestic efforts to put the Regional Comprehensive Economic Partnership (RCEP) into practice as scheduled. Further efforts should go into pursuing higher-level opening-up with more emphasis on institutional openness, according to a statement released following a State Council executive meeting chaired by Premier Li Keqiang. The trade pact reflects the shared will of the Asia-Pacific region, it noted, and building the world's largest free trade zone would help stabilize industrial and supply chains. The meeting also made arrangements to boost the consumption of bulk consumer goods and major products by listing measures to stabilize and expand automobile consumption, and promote purchases of home appliances, furniture and home decor. It also called for further steps in boosting the consumption of catering services in the country's urban areas. To promote the healthy development of the travel industry amid regular epidemic prevention and control, the meeting specified measures to support the building of smart tourist sites and guiding the growth of new business models such as cloud tourism. The meeting, stressing the importance of reservoirs, also called for the expansion of targeted investment to enhance disaster prevention and water supply capabilities. By the end of 2025, the country will see all of its reservoirs that currently constitute problems and risks fixed and strengthened, it said. Enditem",ARTICLE,http://www.xinhuanet.com/english/2020-11/18/c_139525430.htm,3412801761,Xinhua - English - Home,CN,NEWS,NEWS,en_US,http://www.xinhuanet.com/english/,huaxia,http://www.xinhuanet.com/huaxia
20279980672,Wed 18-Nov-2020 08:59:51,Landmark RCEP trade pact to boost regional economic integration,"The signing of the Regional Comprehensive Economic Partnership (RCEP), the world's biggest trade pact, marks a new stride toward regional economic integration among Asia-Pacific countries. After 31 rounds of negotiations over eight years, the trade agreement between 10 members of the Association of Southeast Asian Nations, China, Japan, the Republic of Korea (ROK), Australia and New Zealand was signed on Sunday. Hailed as ""a victory of multilateralism and free trade,"" the pact will vigorously boost confidence in regional trade and investment, reinforce the industrial and supply chains, hasten the economic recovery and promote the long-term prosperity of the region. The RCEP integrates existing free-trade partnerships among participating countries, while establishing new ones between China and Japan, and between Japan and the ROK, China's Ministry of Commerce (MOC) said in a series of articles explaining the trade agreement on its website. The pact optimizes economic and trade rules among signatories, streamlining procedures to facilitate cross-border logistics and introducing negative lists to promote investment liberalization, the MOC said. More economic and technological assistance will be provided for the developing and least-developed economies in the region after the RCEP comes into force, as part of efforts to promote regional coordinated development, according to the ministry. Specifically, RCEP signatories will promote opening-up in trade in goods and services, investment and personnel exchange. After the pact takes effect, more than 90 percent of the import tariffs between participating countries will be phased out, which will reduce production costs and commodity prices, bringing benefits to both enterprises and consumers, said the MOC. The 15 signatories have all pledged wider opening-up in the services-trade sector, focusing on areas including health care, real estate, finance and transportation. Meanwhile, business people will be able to obtain visas more conveniently from RCEP countries, further facilitating trade and investment, said the MOC. Cao Jing, deputy secretary-general of the Trilateral Cooperation Secretariat, which consists of China, Japan and the ROK, said the signing of the RCEP will lead to robust growth of trade and investment in participating countries as it represents higher-level opening-up, a larger market and better policies. Covering a market of 2.27 billion people and a combined GDP of 26.2 trillion U.S. dollars, the RCEP signatories, which account for about one third of the world's economy, will become a large integrated market, thus injecting impetus into regional and global economic growth, the MOC said. The RCEP will also reduce the current ""obstructions"" in the global industrial chains and supply chains, and accelerate post-pandemic economic recovery, according to Cao. Signed at a time when a coronavirus-triggered recession looms large globally, the RCEP shines rays of hope through the dark clouds of global trade uncertainty, proving to the world that openness and cooperation are a sure path toward common prosperity. The signing of the RCEP is crucial and timely, said Ruan Zongze, executive vice president of the China Institute of International Studies, adding that the RCEP agreement represents a victory for multilateralism over unilateralism and free trade over protectionism. It accommodates the broadest possible interests, conditions and priorities and sends a clear message of East Asian countries working together for shared prosperity, said Ruan.",ARTICLE,http://www.ecns.cn/news/2020-11-18/detail-ihacwpkx9605955.shtml,3364320215,China News - Home,CN,NEWS,NEWS,en_US,http://www.ecns.cn/,Zhang Mingxin,http://www.ecns.cn/Zhang Mingxin
20279066632,Sun 15-Nov-2020 14:07:00,"ASEAN, China, Japan, other partners set world’s biggest trade pact","This image made from a teleconference provided by the Vietnam News Agency (VNA) shows the leaders and trade ministers of 15 Regional Comprehensive Economic Partnership (RCEP) countries pose for a virtual group photo in Hanoi on Nov. 15. (VNA via AP) China, Japan and 13 other countries agreed Sunday to set up the world’s largest trading bloc, encompassing nearly a third of all economic activity, in a deal many in Asia are hoping will help hasten a recovery from the shocks of the pandemic. The Regional Comprehensive Economic Partnership, or RCEP, was signed virtually on Sunday on the sidelines of the annual summit of the 10-nation Association of Southeast Asian Nations. “I am delighted to say that after eight years of hard work, as of today, we have officially brought RCEP negotiations to a conclusion for signing,"" said host country Vietnam's Prime Minister Nguyen Xuan Phuc. “The conclusion of RCEP negotiation, the largest free trade agreement in the world, will send a strong message that affirms ASEAN’s leading role in supporting the multilateral trading system, creating a new trading structure in the region, enabling sustainable trade facilitation, revitalizing the supply chains disrupted by COVID-19 and assisting the post pandemic recovery,” Phuc said. The accord will take already low tariffs on trade between member countries still lower, over time, and is less comprehensive than an 11-nation trans-Pacific trade deal that President Donald Trump pulled out of shortly after taking office. Apart from the 10-member Association of Southeast Asian Nations, it includes China, Japan, South Korea, Australia and New Zealand, but not the United States. Officials said the accord leaves the door open for India, which dropped out due to fierce domestic opposition to its market-opening requirements, to rejoin the bloc. It is not expected to go as far as the European Union in integrating member economies but does build on existing free trade arrangements. The deal has powerful symbolic ramifications, showing that nearly four years after Trump launched his “America First"" policy of forging trade deals with individual countries, Asia remains committed to multi-nation efforts toward freer trade that are seen as a formula for future prosperity. Ahead of Sunday's RCEP “special summit"" meeting, Japanese Prime Minister Yoshihide Suga said he would firmly convey his government's support for “broadening a free and fair economic zone, including a possibility of India’s future return to the deal, and hope to gain support from the other countries.” The accord is also a coup for China, by far the biggest market in the region with more than 1.3 billion people, allowing Beijing to cast itself as a “champion of globalization and multilateral cooperation"" and giving it greater influence over rules governing regional trade, Gareth Leather, senior Asian economist for Capital Economics, said in a report. Now that Trump’s opponent Joe Biden has been declared president-elect, the region is watching to see how U.S. policy on trade and other issues will evolve. Analysts are skeptical Biden will push hard to rejoin the trans-Pacific trade pact or to roll back many of the U.S. trade sanctions imposed on China by the Trump administration given widespread frustration with Beijing's trade and human rights records and accusations of spying and technology theft. Critics of free trade agreements say they tend to encourage companies to move manufacturing jobs overseas. So, having won over disaffected rust-belt voters in Michigan and western Pennsylvania in the Nov. 3 election, Biden is “not going to squander that by going back into TPP,"" Michael Jonathan Green of the Center for Strategic and International Studies said in a web seminar. But given concerns over China's growing influence, Biden is likely to seek much more engagement with Southeast Asia to protect U.S. interests, he said. The fast-growing and increasingly affluent Southeast Asian market of 650 million people has been hit hard by the pandemic and is urgently seeking fresh drivers for growth. RCEP originally would have included about 3.6 billion people and encompassed about a third of world trade and global GDP. Minus India, it still covers more than 2 billion people and close to a third of all trade and business activity. The United States-Mexico-Canada Agreement, or USMCA, the retooled version of the North American Free Trade Agreement under Trump, covers slightly less economic activity but less than a tenth of the world's population. The EU and Comprehensive and Progressive Trans-Pacific Partnership, the revised version of the deal Trump rejected, also are smaller. RCEP includes six of the 11 remaining CPTPP members. India balked at exposing its farmers and factories to more foreign competition. Among other concerns, Indian dairy farmers are worried about competition from New Zealand and Australian milk and cheese producers. Automakers fear imports from across the region. But overall the biggest fear is over a flood of manufactured goods from China. Trade and investment flows within Asia have vastly expanded over the past decade, a trend that has accelerated amid feuding between the U.S. and China, which have imposed billions of dollars’ worth of punitive tariffs on each other’s exports. The RCEP agreement is loose enough to stretch to fit the disparate needs of member countries as diverse as Myanmar, Singapore, Vietnam and Australia. Unlike the CPTPP and EU, it does not establish unified standards on labor and the environment or commit countries to open services and other vulnerable areas of their economies. But it does set rules for trade that will facilitate investment and other business within the region, Jeffrey Wilson, research director at the Perth USAsia Center, said in a report for the Asia Society. “RCEP, therefore, is a much-needed platform for the Indo-Pacific’s post-COVID recovery,"" he wrote. ASEAN members include Cambodia, Indonesia, Laos, Myanmar, the Philippines, Thailand, Brunei, Singapore, Malaysia and Vietnam.",ARTICLE,http://www.asahi.com/ajw/articles/13932759,3259580802,The Asahi Shimbu -,JP,NEWS,NEWS,en_US,http://www.asahi.com/ajw/,THE ASSOCIATED PRESS,http://www.asahi.com/THE ASSOCIATED PRESS
20278996718,Sun 15-Nov-2020 09:45:00,"ASEAN, China, Japan, other partners set world’s biggest trade pact","In this May 3 file photo, containers are loaded on a ship at the Saigon port in Ho Chi Minh city, Vietnam. (AP file photo) China, Japan and 13 other countries have agreed to set up the world’s largest trading bloc, encompassing nearly a third of all economic activity, in a deal many in Asia are hoping will help hasten a recovery from the shocks of the pandemic. The Regional Comprehensive Economic Partnership, or RCEP, is to be signed virtually on Sunday on the sidelines of the annual summit of the 10-nation Association of Southeast Asian Nations. “After eight years of negotiating with blood, sweat and tears, we have finally come to the moment where we will seal the RCEP Agreement,"" Malaysia's trade minister, Mohamed Azmin Ali, said in a statement. The deal sends a signal that RCEP countries have chosen “to open our markets instead of resorting to protectionist measures during this difficult time,"" he said. The accord will take already low tariffs on trade between member countries still lower, over time, and is less comprehensive than an 11-nation trans-Pacific trade deal that President Donald Trump pulled out of shortly after taking office. It includes the 10 nations belonging to the Association of Southeast Asian Nations, China, Japan, South Korea, Australia and New Zealand, but not the United States. Officials said the accord leaves the door open for India, which dropped out due to fierce domestic opposition to its market-opening requirements, to rejoin the bloc. It is not expected to go as far as the European Union in integrating member economies but does build on existing free trade arrangements. The deal has powerful symbolic ramifications, showing that nearly four years after Trump launched his “America First"" policy of forging trade deals with individual countries, Asia remains committed to multi-nation efforts toward freer trade that are seen as a formula for future prosperity. Ahead of Sunday's RCEP “special summit"" meeting, Japanese Prime Minister Yoshihide Suga said he would firmly convey his government's support for “broadening a free and fair economic zone, including a possibility of India’s future return to the deal, and hope to gain support from the other countries.” The accord is also a coup for China, by far the biggest market in the region with more than 1.3 billion people, allowing Beijing to cast itself as a “champion of globalization and multilateral cooperation"" and giving it greater influence over rules governing regional trade, Gareth Leather, senior Asian economist for Capital Economics, said in a report. Now that Trump’s opponent Joe Biden has been declared president-elect, the region is watching to see how U.S. policy on trade and other issues will evolve. Analysts are skeptical Biden will push hard to rejoin the trans-Pacific trade pact or to roll back many of the U.S. trade sanctions imposed on China by the Trump administration given widespread frustration with Beijing's trade and human rights records and accusations of spying and technology theft. Critics of free trade agreements say they tend to encourage companies to move manufacturing jobs overseas. So, having won over disaffected rust-belt voters in Michigan and western Pennsylvania in the Nov. 3 election, Biden is “not going to squander that by going back into TPP,"" Michael Jonathan Green of the Center for Strategic and International Studies said in a web seminar. But given concerns over China's growing influence, Biden is likely to seek much more engagement with Southeast Asia to protect U.S. interests, he said. The fast-growing and increasingly affluent Southeast Asian market of 650 million people has been hit hard by the pandemic and is urgently seeking fresh drivers for growth. RCEP originally would have included about 3.6 billion people and encompassed about a third of world trade and global GDP. Minus India, it still covers more than 2 billion people and close to a third of all trade and business activity. The United States-Mexico-Canada Agreement, or USMCA, the retooled version of the North American Free Trade Agreement under Trump, covers slightly less economic activity but less than a tenth of the world's population. The EU and Comprehensive and Progressive Trans-Pacific Partnership, the revised version of the deal Trump rejected, also are smaller. RCEP includes six of the 11 remaining CPTPP members. India balked at exposing its farmers and factories to more foreign competition. Among other concerns, Indian dairy farmers are worried about competition from New Zealand and Australian milk and cheese producers. Automakers fear imports from across the region. But overall the biggest fear is over a flood of manufactured goods from China. Trade and investment flows within Asia have vastly expanded over the past decade, a trend that has accelerated amid feuding between the U.S. and China, which have imposed billions of dollars’ worth of punitive tariffs on each other’s exports. The RCEP agreement is loose enough to stretch to fit the disparate needs of member countries as diverse as Myanmar, Singapore, Vietnam and Australia. Unlike the CPTPP and EU, it does not establish unified standards on labor and the environment or commit countries to open services and other vulnerable areas of their economies. But it does set rules for trade that will facilitate investment and other business within the region, Jeffrey Wilson, research director at the Perth USAsia Center, said in a report for the Asia Society. “RCEP, therefore, is a much-needed platform for the Indo-Pacific’s post-COVID recovery,"" he wrote. ASEAN members include Cambodia, Indonesia, Laos, Myanmar, the Philippines, Thailand, Brunei, Singapore, Malaysia and Vietnam.",ARTICLE,http://www.asahi.com/ajw/articles/13932286,3259580802,The Asahi Shimbu -,JP,NEWS,NEWS,en_US,http://www.asahi.com/ajw/,THE ASSOCIATED PRESS,http://www.asahi.com/THE ASSOCIATED PRESS
20278959405,Sun 15-Nov-2020 00:00:00,A trade pact 10 years in the making,"Almost 10 years after it was conceived at the Asean Summit in Bali in 2011, the world's largest trade pact - the Regional Comprehensive Economic Partnership (RCEP) - is set to be signed today. Involving the 10 Asean members, plus China, Japan, South Korea, Australia and New Zealand, the RCEP covers nearly one-third of the world's population, and contributes around 30 per cent of its gross domestic product (GDP). Please subscribe or log in to continue reading the full article.",ARTICLE,https://www.theworldnews.net/sg-news/a-trade-pact-10-years-in-the-making,3387876388,The World News - Singapore,SG,NEWS,NEWS,en_US,https://www.theworldnews.net/sg-news,theworldnews.net editor,http://www.theworldnews.net/theworldnews.net editor
20279518199,Sun 15-Nov-2020 21:43:00,Cambodia signs world’s largest free trade pact,"A visceral hit of merriment captured Cambodia’s trade and investment sector as the leaders of 15 Asia-Pacific nations signed the blockbuster Regional Comprehensive Economic Partnership (RCEP) trade pact on Sunday. Insiders voiced their enthusiasm for the agreement which they say will allow the Kingdom to expand trade and attract more investment from signatory countries. Leaders of the 10 ASEAN states, Australia, China, Japan, New Zealand and South Korea witnessed the signing of the RCEP agreement via video link following the conclusion of the 4th RCEP Summit on the same day. Notably absent from the signing was India, which withdrew from negotiations in November last year. Minister of Economy and Finance Aun Pornmoniroth delegated authority to Minister of Commerce Pan Sorasak to sign the accord. Marking ASEAN’s largest free trade pact, the RCEP has a combined gross domestic product (GDP) to the tune of  26.2 trillion, or 30 per cent of global GDP, and engages 2.2 billion people, according to the ASEAN Secretariat. ASEAN secretary-general Lim Jock Hoi said: “The signing of the RCEP Agreement is a historic event as it underpins ASEAN’s role in leading a multilateral trade agreement of this magnitude, despite global and regional challenges and eight years of negotiations. “RCEP will give a much-needed boost for a swift and robust recovery for businesses and peoples in our region, particularly during the current Covid-19 pandemic crisis.” Singapore’s Minister of Trade and Industry Chan Chun Sing told reporters following the signing that the pact will enter into force once six ASEAN countries and three non-ASEAN partners have ratified it, as reported by Bloomberg. Cambodia’s commerce ministry lauded the deal as a historic regional achievement that will reinforce intellectual property and investor protection, promote globalisation, and support the rules-based multilateral trading system anchored in the World Trade Organisation. “It is an indispensable prerequisite for the principles of free and fair trade, and an important driving force for sustainable socio-economic development. “The RCEP agreement will be also an important catalyst in contributing to economic growth, improving the livelihoods of people in the region, and helping to restore regional economic development after the Covid-19 pandemic,” it said. Royal Academy of Cambodia economics researcher Hong Vanak told The Post last month that RCEP is a platform for ASEAN that was years in the making. He said the deal will re-orient the trade and investment landscape in the region, encourage commercial exchanges among members and serve as a vital driving engine for the manufacturing sector. “This means that the countries in the region will enjoy more opportunities to promote exports to other members. At the same time, the RCEP will help to promote trade flow and attract more investments with members to the region,” Vanak said. With RCEP negotiations as a base, the Jakarta-based Economic Research Institute for ASEAN and East Asia (ERIA) found that the deal would boost the Kingdom’s GDP an additional two per cent, increase exports by an extra 7.3 per cent and raise investment by an added 23.4 per cent. The ASEAN Secretariat said: “The deal will improve market access with tariffs and quotas eliminated in over 65 per cent of goods traded and make business predictable with common rules of origin and transparent regulations, upon entry into force. “This will encourage firms to invest more in the region, including building supply chains and services, and to generate jobs.” It noted that the agreement comprises 20 chapters, 17 annexes and 54 schedules of commitments that cover market access, rules and disciplines, and economic and technical cooperation.",ARTICLE,http://www.phnompenhpost.com/business/cambodia-signs-worlds-largest-free-trade-pact,3237235817,The Phnom Penh Post,KH,NEWS,NEWS,en_US,http://www.phnompenhpost.com/,May Kunmakara,http://www.phnompenhpost.com/author/may-kunmakara/17732
20279580365,Tue 17-Nov-2020 05:00:00,RCEP trade pact gives boost to Asian stock markets,"Bourses in HK, Tokyo, KL and Seoul end higher/STI adds 1.35%; gainers outnumber losers 304 to 171/Genting S&#039;pore, Sats, Keppel Corp among top performers News of the freshly inked Regional Comprehensive Economic Partnership deal, a mega free trade pact backed by China that involves 14 other Asia-Pacific countries including Singapore, lent a boost to Asian stock markets yesterday. The Hang Seng Index rose 0.86 per cent, while Tokyo's Nikkei 225 index gained 2.05 per cent. The FTSE Bursa Malaysia Kuala Lumpur Composite Index ended 0.63 per cent up, while South Korea's Kospi closed up 1.97 per cent. The Straits Times Index (STI) added 36.61 points, or 1.35 per cent, to 2,748, driven by shares of Genting Singapore, Sats and Keppel Corp, up 8.05 per cent, 5 per cent and 3.7 per cent, respectively. Shares of integrated resort operator Genting Singapore rose to 80.5 cents, boosted by a sharp quarter-on-quarter turnaround in its bottom line. Its third-quarter revenue and earnings also beat market expectations. Sats shares, which rose to  3.99, are still riding a positive momentum on news late last week that the ground handler is planning investments in its cargo business as the Covid-19 pandemic continues to drive demand for online shopping and pharmaceuticals. Keppel Corp's shares rose to  5.05, which Bloomberg suggested could be ""overbought"" territory. Last Saturday, the rig builder said its associate firm Floatel International had successfully extended its agreement with bond holders for an additional two weeks until Nov 30. There was only one STI stock in the red. Dairy Farm International dropped 3.99 per cent to US 4.57, coming off a peak of US 4.85 on Nov 11. Gainers outnumbered losers 304 to 171 on trade of 2.36 billion shares worth  1.48 billion.",ARTICLE,https://www.straitstimes.com/business/companies-markets/rcep-trade-pact-gives-boost-to-asian-stock-markets,1842867127,Straits Times News - Companies & Markets,SG,BUSINESS,NEWS,en_US,https://www.straitstimes.com/business/companies-markets,Lee Meixian,http://www.straitstimes.com/Lee Meixian
20279571024,Tue 17-Nov-2020 00:00:00,RCEP trade pact gives boost to Asian stock markets,"News of the freshly inked Regional Comprehensive Economic Partnership deal, a mega free trade pact backed by China that involves 14 other Asia-Pacific countries including Singapore, lent a boost to Asian stock markets yesterday. The Hang Seng Index rose 0.86 per cent, while Tokyo's Nikkei 225 index gained 2.05 per cent. The FTSE Bursa Malaysia Kuala Lumpur Composite Index ended 0.63 per cent up, while South Korea's Kospi closed up 1.97 per cent. The Straits Times Index (STI) added 36.61 points, or 1.35 per cent, to 2,748, driven by shares of Genting Singapore, Sats and Keppel Corp, up 8.05 per cent, 5 per cent and 3.7 per cent, respectively. Shares of integrated resort operator Genting Singapore rose to 80.5 cents, boosted by a sharp quarter-on-quarter turnaround in its bottom line. Its third-quarter revenue and earnings also beat market expectations. Sats shares, which rose to  3.99, are still riding a positive momentum on news late last week that the ground handler is planning investments in its cargo business as the Covid-19 pandemic continues to drive demand for online shopping and pharmaceuticals. Keppel Corp's shares rose to  5.05, which Bloomberg suggested could be ""overbought"" territory. Last Saturday, the rig builder said its associate firm Floatel International had successfully extended its agreement with bond holders for an additional two weeks until Nov 30. There was only one STI stock in the red. Dairy Farm International dropped 3.99 per cent to US 4.57, coming off a peak of US 4.85 on Nov 11. Gainers outnumbered losers 304 to 171 on trade of 2.36 billion shares worth  1.48 billion.",ARTICLE,https://www.theworldnews.net/sg-news/rcep-trade-pact-gives-boost-to-asian-stock-markets,3387876388,The World News - Singapore,SG,NEWS,NEWS,en_US,https://www.theworldnews.net/sg-news,theworldnews.net editor,http://www.theworldnews.net/theworldnews.net editor
20278963731,Sun 15-Nov-2020 05:00:00,A trade pact 10 years in the making,"5 things to know about RCEP Almost 10 years after it was conceived at the Asean Summit in Bali in 2011, the world's largest trade pact - the Regional Comprehensive Economic Partnership (RCEP) - is set to be signed today.Involving the 10 Asean members, plus China, Japan, South Korea, Australia and New Zealand, the RCEP covers nearly one-third of the world's population, and contributes around 30 per cent of its gross domestic product (GDP). Please subscribe or log in to continue reading the full article. Get unlimited access to all stories at  0.99/month Latest headlines and exclusive storiesIn-depth analyses and award-winning multimedia contentGet access to all with our no-contract promotional package at only  0.99/month for the first 3 months* Subscribe now *Terms and conditions apply.",ARTICLE,https://www.straitstimes.com/singapore/politics/a-trade-pact-10-years-in-the-making,220648094,The Straits Times News - Print Edition,SG,CURRENT_AFFAIRS,NEWS,en_US,https://www.straitstimes.com/print-edition,straitstimes.com editor,http://www.straitstimes.com/straitstimes.com editor
20279325971,Mon 16-Nov-2020 09:30:00,Japanese business leaders welcome signing of RCEP trade pact,"TOKYO, Nov. 15 (Xinhua) -- Japanese business leaders on Sunday welcomed the signing of the Regional Comprehensive Economic Partnership (RCEP) agreement, expecting it to boost trade and investment in the Asia-Pacific region. Hiroaki Nakanishi, chairman of the Japan Business Federation known as Keidanren, said, ""The signing is extremely significant toward realizing a free and open international economic order"" at a time when some countries are becoming inward-looking amid the COVID-19 pandemic. According to local media, the mega trade deal among 15 Asia-Pacific countries, covering about 46 percent of Japan's total trade, will be the country's first trade deal with both China, its largest trading partner, and South Korea, its third largest. Under the deal, supply chains established by Japanese companies in Asia ""will become more broad, effective and resilient,"" said Akio Mimura, chairman of Japan Chamber of Commerce and Industry. Ten member countries of the Association of Southeast Asian Nations (ASEAN) and China, Japan, South Korea, Australia and New Zealand signed the RCEP on Sunday, launching the world's biggest free trade bloc. Ken Kobayashi, chairman of the Japan Foreign Trade Council, told reporters that the trade deal is of great significance to Japan. After signing the agreement, Japan's Trade Minister Hiroshi Kajiyama said the 15 countries were seeking to wrap up domestic procedures and put the pact into effect ""as quickly as possible."" Kajiyama believed that the pact will contribute to expanding Japan's exports of industrial and agricultural products to other Asian countries, and also to the establishment of free and fair economic rules in the region.",ARTICLE,http://en.people.cn/n3/2020/1116/c90000-9780418.html,3470629713,People's Daily - Business,CN,BUSINESS,NEWS,en_US,http://en.people.cn/business/index.html,people.cn editor,http://en.people.cn/people.cn editor
20279769378,Tue 17-Nov-2020 16:58:22,"RCEP, Asia-Pacific Countries Form World's Largest Trading Bloc: Significance and Implications","Over the weekend, fifteen countries formed the world's largest trading bloc, covering nearly a third of the global economy. What's dubbed the Regional Comprehensive Economic Partnership or RCEP is made up of 10 Southeast Asian countries and South Korea, China, Japan, Australia and New Zealand. The deal excludes the U.S., which withdrew from a rival Asia-Pacific, the Trans-Pacific Partnership in 2017, shortly after President Trump took office. Negotiations over the new RCEP deal began in 2012 and it was finally signed on Sunday on the sidelines of a meeting of the ASEAN. ""President Moon said he is certain that RCEP will contribute to restoring multilateralism not only in the region, but around the world, and to developing the free trade order adding together with the member states, he will work for the co-prosperity of the RCEP community beyond Covid-19."" ""This agreement signifies that our region which has been the most economically dynamic region of the world in recent decades, is still committed to openness and to trade and that we will use that as a platform and a springboard for recovery in the post-COVID era."" RCEP which will connect nearly 30-percent of the world's people and output and, in the right political context, generate significant gains. Let's go in-depth. Joining us live in the studio is Chung Hae-moon, Former South Korean Ambassador to Thailand and former Secretary General of the ASEAN-Korea Centre. Ambassador Chung, thanks for joining us. According to computer simulations recently published by Brookings, RCEP could add 209 billion dollars annually to world incomes, and 500 billion to world trade by 2030. Let's first talk about what it is and the economic significance of this deal. Why did members want this deal particularly now as the entire world battles the Covid pandemic? Is there hope that the pact will help to spur recovery from the Covid pandemic? What are the significance and implications of joining the RCEP for South Korea? There are experts who believe although the deal could increase roughly 200 billion dollars annually to global national income like we discussed by 2030 and also add two-tenths of a percent to the economy of its member states. But, some analysts think the deal is likely to benefit China, Japan and South Korea more than other member states. Why is that so? U.S. policies in Asia need to adjust to the changing realities of East Asia, recognizing the increased role of China, maturing ASEAN integration, and America's diminished relative economic influence. Do you believe the U.S. will join the CPTPP under President-elect Joe Biden? India is one of the countries that's been a part of the progression of RCEP, yet has decided to pass on joining RCEP. Why is that the case, and do they have an open invitation to join at a later time? In terms of regional trade, what does the establishment of RCEP mean for China? Chung Hae-moon, Former South Korean Ambassador to Thailand and former Secretary General of the ASEAN-Korea Centre, many thanks for speaking with us this evening. We appreciate it.",ARTICLE,http://www.arirang.com/News/News_View.asp?nseq=267978,3443555540,The World on Arirang - World,KR,NEWS,NEWS,en_US,http://www.arirang.com/News/News_List.asp?sys_lang=Eng&category=1,arirang.com editor,http://www.arirang.com/arirang.com editor
